Wavelength (nm),Reflectance
857.0,0.7023294509151413
858.0,0.7
859.0,0.7002911813643926
860.0,0.697961730449251
861.0,0.7014559068219632
862.0,0.7011647254575706
863.0,0.7005823627287853
864.0,0.6994176372712146
865.0,0.6997088186356073
866.0,0.6988352745424292
867.0,0.6985440931780366
868.0,0.6991264559068218
869.0,0.6985440931780366
870.0,0.6988352745424292
871.0,0.6997088186356073
872.0,0.7
873.0,0.6991264559068218
874.0,0.6991264559068218
875.0,0.6991264559068218
876.0,0.6991264559068218
877.0,0.6985440931780366
878.0,0.6997088186356071
879.0,0.7
880.0,0.6994176372712146
881.0,0.6994176372712146
882.0,0.6997088186356073
883.0,0.7002911813643926
884.0,0.7
885.0,0.7
886.0,0.6994176372712146
887.0,0.6991264559068218
888.0,0.6994176372712144
889.0,0.6997088186356071
890.0,0.6994176372712146
891.0,0.6991264559068218
892.0,0.6991264559068218
893.0,0.7
894.0,0.7
895.0,0.6991264559068218
896.0,0.6997088186356071
897.0,0.6997088186356071
898.0,0.6994176372712146
899.0,0.6997088186356071
900.0,0.7
901.0,0.6994176372712146
902.0,0.6991264559068218
903.0,0.6997088186356073
904.0,0.6994176372712146
905.0,0.6988352745424292
906.0,0.6994176372712144
907.0,0.6985440931780366
908.0,0.6985440931780366
909.0,0.6988352745424292
910.0,0.6988352745424293
911.0,0.6994176372712146
912.0,0.6994176372712146
913.0,0.6991264559068218
914.0,0.7
915.0,0.6988352745424292
916.0,0.6985440931780366
917.0,0.6982529118136437
918.0,0.6991264559068218
919.0,0.6985440931780366
920.0,0.6985440931780366
921.0,0.6988352745424292
922.0,0.697961730449251
923.0,0.6982529118136437
924.0,0.6982529118136439
925.0,0.6988352745424293
926.0,0.6991264559068218
927.0,0.6982529118136437
928.0,0.6988352745424293
929.0,0.697961730449251
930.0,0.6979617304492512
931.0,0.6973793677204658
932.0,0.6967970049916804
933.0,0.6976705490848584
934.0,0.6967970049916804
935.0,0.6967970049916804
936.0,0.6973793677204658
937.0,0.6967970049916804
938.0,0.6970881863560732
939.0,0.6967970049916804
940.0,0.6967970049916804
941.0,0.6976705490848584
942.0,0.6973793677204658
943.0,0.6967970049916804
944.0,0.6962146422628951
945.0,0.6956322795341097
946.0,0.6950499168053244
947.0,0.695341098169717
948.0,0.695341098169717
949.0,0.694467554076539
950.0,0.6933028286189682
951.0,0.6935940099833608
952.0,0.6930116472545755
953.0,0.6921381031613975
954.0,0.6927204658901828
955.0,0.6933028286189684
956.0,0.6918469217970048
957.0,0.6915557404326121
958.0,0.6909733777038268
959.0,0.6906821963394342
960.0,0.6909733777038268
961.0,0.6898086522462561
962.0,0.6903910149750415
963.0,0.6898086522462561
964.0,0.6895174708818634
965.0,0.6892262895174708
966.0,0.6886439267886855
967.0,0.6895174708818634
968.0,0.6900998336106487
969.0,0.6895174708818634
970.0,0.6886439267886855
971.0,0.6892262895174708
972.0,0.6880615640599002
973.0,0.6892262895174708
974.0,0.6892262895174708
975.0,0.6886439267886855
976.0,0.6886439267886855
977.0,0.6889351081530781
978.0,0.6886439267886855
979.0,0.6892262895174708
980.0,0.6886439267886855
981.0,0.6883527454242928
982.0,0.688935108153078
983.0,0.6883527454242928
984.0,0.6892262895174708
985.0,0.6889351081530781
986.0,0.6886439267886855
987.0,0.6892262895174708
988.0,0.6889351081530781
989.0,0.6880615640598999
990.0,0.6892262895174708
991.0,0.6892262895174708
992.0,0.6898086522462561
993.0,0.6900998336106489
994.0,0.6898086522462562
995.0,0.6903910149750414
996.0,0.6906821963394342
997.0,0.6903910149750414
998.0,0.6903910149750415
999.0,0.6903910149750414
1000.0,0.6906821963394342
1001.0,0.6906821963394342
1002.0,0.6906821963394342
1003.0,0.6915557404326121
1004.0,0.6918469217970048
1005.0,0.6912645590682196
1006.0,0.6918469217970048
1007.0,0.6915557404326121
1008.0,0.6918469217970048
1009.0,0.6930116472545755
1010.0,0.692720465890183
1011.0,0.6921381031613975
1012.0,0.692720465890183
1013.0,0.6933028286189682
1014.0,0.6930116472545755
1015.0,0.6938851913477535
1016.0,0.6933028286189682
1017.0,0.6930116472545755
1018.0,0.6941763727121462
1019.0,0.6941763727121462
1020.0,0.6935940099833608
1021.0,0.6935940099833608
1022.0,0.6938851913477537
1023.0,0.6941763727121462
1024.0,0.6941763727121462
1025.0,0.6941763727121462
1026.0,0.6947587354409317
1027.0,0.6938851913477537
1028.0,0.6941763727121462
1029.0,0.6941763727121462
1030.0,0.6947587354409317
1031.0,0.695341098169717
1032.0,0.695341098169717
1033.0,0.6950499168053242
1034.0,0.6956322795341097
1035.0,0.694467554076539
1036.0,0.6956322795341097
1037.0,0.6962146422628951
1038.0,0.695341098169717
1039.0,0.6962146422628951
1040.0,0.6962146422628951
1041.0,0.6962146422628951
1042.0,0.6956322795341097
1043.0,0.6959234608985023
1044.0,0.6965058236272877
1045.0,0.6973793677204658
1046.0,0.6967970049916805
1047.0,0.6965058236272877
1048.0,0.6965058236272877
1049.0,0.6967970049916804
1050.0,0.6976705490848584
1051.0,0.6967970049916804
1052.0,0.6965058236272877
1053.0,0.6976705490848584
1054.0,0.697961730449251
1055.0,0.6976705490848584
1056.0,0.6976705490848584
1057.0,0.6970881863560732
1058.0,0.6976705490848584
1059.0,0.6973793677204658
1060.0,0.6976705490848584
1061.0,0.6976705490848584
1062.0,0.697961730449251
1063.0,0.697961730449251
